document_id,title,document_type,department,region,version,status,effective_date,expiry_date,path,sha256,trap_tag,confidentiality
NRG-MAN-GOLD-0100,Procurement Manual — California #100,manual,Procurement,California,1.0,approved,2026-05-20,,raw/2026/manuals/100-manual-california.md,e0dd0ad2f52e81a1e444acf37a233024584f5f11f65ba378820be9e2605bea51,,internal
NRG-ANN-GOLD-0101,Finance Store Announcement — Texas #101,store_announcement,Finance,Texas,1.0,approved,2026-06-21,,raw/2026/announcements/101-store_announcement-texas.md,bbe5eecfeb1f7061848713f32bb6f98136bf812e626529d77fb58194388d1bf4,,internal
NRG-POL-GOLD-0102,HR Policy — New York #102,policy,HR,New York,1.0,approved,2026-01-22,,raw/2026/policies/102-policy-new-york.md,a56064834f17aae8694242598173af14bb3d44d713c621de230d971c7352baff,,internal
NRG-SOP-GOLD-0103,Information Security Procedure — Florida #103,procedure,Information Security,Florida,1.0,approved,2026-02-23,,raw/2026/procedures/103-procedure-florida.md,c1119abb8b648eb29d6e8d188f0ade9c4e7d98b0f662b5d61e73ebec7a32c940,,internal
NRG-RPT-GOLD-0104,Data Engineering Report — North Carolina #104,report,Data Engineering,North Carolina,1.0,approved,2026-03-24,,raw/2026/reports/104-report-north-carolina.md,eb0f33867a756c0509eb88ebcede7cdb30776c3f7ab3687666aa3a2015ad8fb2,,internal
NRG-RBK-GOLD-0105,Cloud Operations Runbook — Illinois #105,runbook,Cloud Operations,Illinois,1.0,approved,2026-04-25,,raw/2026/runbooks/105-runbook-illinois.md,853ac9e14d147fb05052406bf6e952041727734f5110168878109826ec17eaa8,,internal
NRG-MAN-GOLD-0106,Customer Experience Manual — Washington #106,manual,Customer Experience,Washington,1.0,approved,2026-05-26,,raw/2026/manuals/106-manual-washington.md,ee61fd8394976566feb94be8370d20ae359c502a8c1c5efa0a9eb23b45f37a84,,internal
NRG-ANN-GOLD-0107,Legal Store Announcement — Georgia #107,store_announcement,Legal,Georgia,1.0,approved,2026-06-27,,raw/2026/announcements/107-store_announcement-georgia.md,2f92c5ef9a1a18771c4d11c6981cf4fc64b8f315db086989703ce4a39e7a915e,,internal
NRG-POL-GOLD-0108,Merchandising Policy — Arizona #108,policy,Merchandising,Arizona,1.0,approved,2026-01-01,,raw/2026/policies/108-policy-arizona.md,0eae3effe7848d0d9cfd55de26f80af24c7f4e9a357118e8876e16738a1f31dc,,internal
NRG-SOP-GOLD-0109,Marketing Procedure — Colorado #109,procedure,Marketing,Colorado,1.0,approved,2026-02-02,,raw/2026/procedures/109-procedure-colorado.md,fadd3c7f0c7e3d5703e82896f698420e37bc22ad66a8b3b3674d08321c012cb5,,internal
NRG-RPT-GOLD-0110,Store Operations Report — California #110,report,Store Operations,California,1.0,approved,2026-03-03,,raw/2026/reports/110-report-california.md,f0484c3bafa6e4f7bdcc93a78ccb1b81b2b3cd9ae20618d1ef4222740e49f3bf,,internal
NRG-RBK-GOLD-0111,Compliance Runbook — Texas #111,runbook,Compliance,Texas,1.0,approved,2026-04-04,,raw/2026/runbooks/111-runbook-texas.md,a010c24532626401bccfd82977bd4c9ae6f86ab1ac5f9103c533dd864242f906,,internal
NRG-MAN-GOLD-0112,Sales Manual — New York #112,manual,Sales,New York,1.0,approved,2026-05-05,,raw/2026/manuals/112-manual-new-york.md,984c9aa8010a2538b52821fc77fd6f8cc13fee9583fd994eba29b011699c0a7e,,internal
NRG-ANN-GOLD-0113,Supply Chain Store Announcement — Florida #113,store_announcement,Supply Chain,Florida,1.0,approved,2026-06-06,,raw/2026/announcements/113-store_announcement-florida.md,8db9df7dcde4a2fd28e367d0f0fc5fa67ca0b9dbd4b79fa35a3410de87bb8aab,,internal
NRG-POL-GOLD-0114,Procurement Policy — North Carolina #114,policy,Procurement,North Carolina,1.0,approved,2026-01-07,,raw/2026/policies/114-policy-north-carolina.md,2ef56b12c0e0be69b46055070d005858097be4710c8e53ba52a021e827f86a1c,,internal
NRG-SOP-GOLD-0115,Finance Procedure — Illinois #115,procedure,Finance,Illinois,1.0,approved,2026-02-08,,raw/2026/procedures/115-procedure-illinois.md,54f8e0f75e943bcd0175d34ea205407f71f990d736dcdbd4fed40d5e32b578d3,,internal
NRG-RPT-GOLD-0116,HR Report — Washington #116,report,HR,Washington,1.0,approved,2026-03-09,,raw/2026/reports/116-report-washington.md,cb2d7da1bd229ff59e239c21982ec1289f1b43176432e256ac1c806a43cb90a5,,internal
NRG-RBK-GOLD-0117,Information Security Runbook — Georgia #117,runbook,Information Security,Georgia,1.0,approved,2026-04-10,,raw/2026/runbooks/117-runbook-georgia.md,bfa455c99db428d0a2597cb192954199e4429954e8cc2ae88f2a38bd7af08165,,internal
NRG-MAN-GOLD-0118,Data Engineering Manual — Arizona #118,manual,Data Engineering,Arizona,1.0,approved,2026-05-11,,raw/2026/manuals/118-manual-arizona.md,e2ea3d13e36700580e76bc24966fa257e10b902a076fdd47681477851acf99db,,internal
NRG-ANN-GOLD-0119,Cloud Operations Store Announcement — Colorado #119,store_announcement,Cloud Operations,Colorado,1.0,approved,2026-06-12,,raw/2026/announcements/119-store_announcement-colorado.md,5a500ecf4dfd2686af06dfca6d93d500e7ba3eedf908c6b677c13db811733112,,internal
NRG-POL-GOLD-0120,Customer Experience Policy — California #120,policy,Customer Experience,California,1.0,approved,2026-01-13,,raw/2026/policies/120-policy-california.md,ba3dcc6d4e2740b9a7587924772937476c68ded761ba34e4693b07b7b95f7cf2,,internal
NRG-SOP-GOLD-0121,Legal Procedure — Texas #121,procedure,Legal,Texas,1.0,approved,2026-02-14,,raw/2026/procedures/121-procedure-texas.md,af39691848a6b91eb8d71d0e085fbd3197fc2539860737bb78620865afd12955,,internal
NRG-RPT-GOLD-0122,Merchandising Report — New York #122,report,Merchandising,New York,1.0,approved,2026-03-15,,raw/2026/reports/122-report-new-york.md,b06835633cc9ff12c791d83437aa070c883daf6304266fbbd82e95e945e565a3,,internal
NRG-RBK-GOLD-0123,Marketing Runbook — Florida #123,runbook,Marketing,Florida,1.0,approved,2026-04-16,,raw/2026/runbooks/123-runbook-florida.md,adc312f1daf7d64eaae8cbfa356e9a0b310d5e36df6d521f0941d0355374077f,,internal
NRG-MAN-GOLD-0124,Store Operations Manual — North Carolina #124,manual,Store Operations,North Carolina,1.0,approved,2026-05-17,,raw/2026/manuals/124-manual-north-carolina.md,8c1fc0ac65503ff710bccde1d94acce157437d122d291248ae17693d8c9ca21a,,internal
NRG-ANN-GOLD-0125,Compliance Store Announcement — Illinois #125,store_announcement,Compliance,Illinois,1.0,approved,2026-06-18,,raw/2026/announcements/125-store_announcement-illinois.md,8551f48a15aa468b3985d58cd0f29e06cc8d7a9110ef19dcef388421c59851c8,,internal
NRG-POL-GOLD-0126,Sales Policy — Washington #126,policy,Sales,Washington,1.0,approved,2026-01-19,,raw/2026/policies/126-policy-washington.md,c0648dfecda863ff7711890834beb408e75fa69e844fd33972437947a4a19e71,,internal
NRG-SOP-GOLD-0127,Supply Chain Procedure — Georgia #127,procedure,Supply Chain,Georgia,1.0,approved,2026-02-20,,raw/2026/procedures/127-procedure-georgia.md,01df30f972cafa0cc2589a82ac66bae0a447478e436279f8b89537fec5fd80c5,,internal
NRG-RPT-GOLD-0128,Procurement Report — Arizona #128,report,Procurement,Arizona,1.0,approved,2026-03-21,,raw/2026/reports/128-report-arizona.md,979f56d57fff13af73b03d6ece746854cb771ac1292ad7203a5bf9c32a80bea5,,internal
NRG-RBK-GOLD-0129,Finance Runbook — Colorado #129,runbook,Finance,Colorado,1.0,approved,2026-04-22,,raw/2026/runbooks/129-runbook-colorado.md,cbb4f2a1ab075b5574eefb2cee2bb0093a60963297ab802b346213441415486a,,internal
NRG-MAN-GOLD-0130,HR Manual — California #130,manual,HR,California,1.0,approved,2026-05-23,,raw/2026/manuals/130-manual-california.md,8cd34b512b1936e8c4086369666eda38e5d0a700dff4803f69f651405015f481,,internal
NRG-ANN-GOLD-0131,Information Security Store Announcement — Texas #131,store_announcement,Information Security,Texas,1.0,approved,2026-06-24,,raw/2026/announcements/131-store_announcement-texas.md,a39a72c76ad4c184c010575181e6150765a79f63552d385dc4ecc8e44f18f71b,,internal
NRG-POL-GOLD-0132,Data Engineering Policy — New York #132,policy,Data Engineering,New York,1.0,approved,2026-01-25,,raw/2026/policies/132-policy-new-york.md,23232dbb1d6896f3da7dbb9c900eb4fc81f372e6504ed865ae0233f578c848cd,,internal
NRG-SOP-GOLD-0133,Cloud Operations Procedure — Florida #133,procedure,Cloud Operations,Florida,1.0,approved,2026-02-26,,raw/2026/procedures/133-procedure-florida.md,2a0e5037c7e5b06b19b10db7444b3433abcff9f75c051ec8535a467ab4fa2473,,internal
NRG-RPT-GOLD-0134,Customer Experience Report — North Carolina #134,report,Customer Experience,North Carolina,1.0,approved,2026-03-27,,raw/2026/reports/134-report-north-carolina.md,7397f8d1042b0872f98ea2b368f2cb8aa55ef60cbe864fc509440d8ac39f13d1,,internal
NRG-RBK-GOLD-0135,Legal Runbook — Illinois #135,runbook,Legal,Illinois,1.0,approved,2026-04-01,,raw/2026/runbooks/135-runbook-illinois.md,94abc8ca35474fcb5b52fef8c4ce08fc81c2c48af7c0d77549382d2b56b2be78,,internal
NRG-MAN-GOLD-0136,Merchandising Manual — Washington #136,manual,Merchandising,Washington,1.0,approved,2026-05-02,,raw/2026/manuals/136-manual-washington.md,b8939108d367a1557ce933895673665463e4ff9f66acecf9ffc2858b6d47e4eb,,internal
NRG-ANN-GOLD-0137,Marketing Store Announcement — Georgia #137,store_announcement,Marketing,Georgia,1.0,approved,2026-06-03,,raw/2026/announcements/137-store_announcement-georgia.md,dcea48ec60e29760e8dea8d68124fa10da569c1054c400ea0b8708ae33f41085,,internal
NRG-POL-GOLD-0138,Store Operations Policy — Arizona #138,policy,Store Operations,Arizona,1.0,approved,2026-01-04,,raw/2026/policies/138-policy-arizona.md,6499de29ad52f4d35ff97690bd3c80d919e64e5768ed17fbab49fb7cacdf1bdc,,internal
NRG-SOP-GOLD-0139,Compliance Procedure — Colorado #139,procedure,Compliance,Colorado,1.0,approved,2026-02-05,,raw/2026/procedures/139-procedure-colorado.md,1f6e08c6ca1f13eacec9ebb8c485b842194fc2a5682cd905575522358c1a3b03,,internal
NRG-RPT-GOLD-0140,Sales Report — California #140,report,Sales,California,1.0,approved,2026-03-06,,raw/2026/reports/140-report-california.md,1070e3c47ca2c8a857a917d320e4e7b3f17ed51b0496bb645a70004bd9c00e8d,,internal
NRG-RBK-GOLD-0141,Supply Chain Runbook — Texas #141,runbook,Supply Chain,Texas,1.0,approved,2026-04-07,,raw/2026/runbooks/141-runbook-texas.md,ff17cb57b18c45104a566934f775f656bdafcf68cda45ddcf63af56e14efcb2f,,internal
NRG-MAN-GOLD-0142,Procurement Manual — New York #142,manual,Procurement,New York,1.0,approved,2026-05-08,,raw/2026/manuals/142-manual-new-york.md,7fa0800e7c9b020884fcfd47a7a237e52762b06294b22412d3570c9e793c568c,,internal
NRG-ANN-GOLD-0143,Finance Store Announcement — Florida #143,store_announcement,Finance,Florida,1.0,approved,2026-06-09,,raw/2026/announcements/143-store_announcement-florida.md,3a779560ad004cf623fe08c92b5c119426e7f434bc4473da8d13f07afee0329b,,internal
NRG-POL-GOLD-0144,HR Policy — North Carolina #144,policy,HR,North Carolina,1.0,approved,2026-01-10,,raw/2026/policies/144-policy-north-carolina.md,51707bf297c92a3d440b5b75cb95e6aaec37bbcb23a57851b536d17561c3f6a0,,internal
NRG-SOP-GOLD-0145,Information Security Procedure — Illinois #145,procedure,Information Security,Illinois,1.0,approved,2026-02-11,,raw/2026/procedures/145-procedure-illinois.md,d77b41d5049b9873d847e64df1922eca270cc8bc4388f3f1d1ee8cd4e005af41,,internal
NRG-RPT-GOLD-0146,Data Engineering Report — Washington #146,report,Data Engineering,Washington,1.0,approved,2026-03-12,,raw/2026/reports/146-report-washington.md,cd00d8e559e3a0c4a39325fd992b6303d7f4a3f0ddda80d85eb58a891e041057,,internal
NRG-RBK-GOLD-0147,Cloud Operations Runbook — Georgia #147,runbook,Cloud Operations,Georgia,1.0,approved,2026-04-13,,raw/2026/runbooks/147-runbook-georgia.md,e83f6a5a37fe86d05cd5a37f3f6cc4ce9f0aee29c0e03ed854488973237abefd,,internal
NRG-MAN-GOLD-0148,Customer Experience Manual — Arizona #148,manual,Customer Experience,Arizona,1.0,approved,2026-05-14,,raw/2026/manuals/148-manual-arizona.md,14f8667da85e238234804cc3c0939794f21d356818f21c296c98cfb4b87041ed,,internal
NRG-ANN-GOLD-0149,Legal Store Announcement — Colorado #149,store_announcement,Legal,Colorado,1.0,approved,2026-06-15,,raw/2026/announcements/149-store_announcement-colorado.md,0bc9dca36edfafd8ccc62dab5e4317ae097faafc29bfd299560234ce0a5c2e23,,internal
NRG-POL-GOLD-0150,Merchandising Policy — California #150,policy,Merchandising,California,1.0,approved,2026-01-16,,raw/2026/policies/150-policy-california.md,f5de3aa266d3170064b8028971ac5be10ddfe908b81dfe2296b66982b809999d,,internal
NRG-SOP-GOLD-0151,Marketing Procedure — Texas #151,procedure,Marketing,Texas,1.0,approved,2026-02-17,,raw/2026/procedures/151-procedure-texas.md,690d89f8c05bed97319faea62c4626f6a6a62343732363e08f93bfbc9b99d46f,,internal
NRG-RPT-GOLD-0152,Store Operations Report — New York #152,report,Store Operations,New York,1.0,approved,2026-03-18,,raw/2026/reports/152-report-new-york.md,67d0f02b861814c715b4a30aa7d4b421230685904c8d55212a59edd5a6c5abd8,,internal
NRG-RBK-GOLD-0153,Compliance Runbook — Florida #153,runbook,Compliance,Florida,1.0,approved,2026-04-19,,raw/2026/runbooks/153-runbook-florida.md,a8dcf77995ceb25598d083c0265191fdd3f541c4f3eadfb99eb291035e97d637,,internal
NRG-MAN-GOLD-0154,Sales Manual — North Carolina #154,manual,Sales,North Carolina,1.0,approved,2026-05-20,,raw/2026/manuals/154-manual-north-carolina.md,f4386e7d0a698fe8df3071d300aec0fdcd3c3cc85d37434b992068a468f6c77b,,internal
NRG-ANN-GOLD-0155,Supply Chain Store Announcement — Illinois #155,store_announcement,Supply Chain,Illinois,1.0,approved,2026-06-21,,raw/2026/announcements/155-store_announcement-illinois.md,687d6463318daa977822cc7bc41523ca6b262da0379227cfb71bccd3e78fcee5,,internal
NRG-POL-GOLD-0156,Procurement Policy — Washington #156,policy,Procurement,Washington,1.0,approved,2026-01-22,,raw/2026/policies/156-policy-washington.md,6c2746dd17d50418cb4beb1496d0fc4e0df0535d2ad168666a41933f996d5405,,internal
NRG-SOP-GOLD-0157,Finance Procedure — Georgia #157,procedure,Finance,Georgia,1.0,approved,2026-02-23,,raw/2026/procedures/157-procedure-georgia.md,2d3cc17a55b977b7d24cc471e32961dc830165c7f9a4cebde50e919082bb237d,,internal
NRG-RPT-GOLD-0158,HR Report — Arizona #158,report,HR,Arizona,1.0,approved,2026-03-24,,raw/2026/reports/158-report-arizona.md,5f815067279ca1eca79c6428748ec65a98efda408f258929802b4add12e9b377,,internal
NRG-RBK-GOLD-0159,Information Security Runbook — Colorado #159,runbook,Information Security,Colorado,1.0,approved,2026-04-25,,raw/2026/runbooks/159-runbook-colorado.md,0cbedd1681afc540d9dd23d8b347a6d5e31c604c7c9764fc759e285b6c5fc6b9,,internal
NRG-MAN-GOLD-0160,Data Engineering Manual — California #160,manual,Data Engineering,California,1.0,approved,2026-05-26,,raw/2026/manuals/160-manual-california.md,d38470adaaf901f97ddebb034de2b10bdea4eff2f5c23bdef08125814286ed34,,internal
NRG-ANN-GOLD-0161,Cloud Operations Store Announcement — Texas #161,store_announcement,Cloud Operations,Texas,1.0,approved,2026-06-27,,raw/2026/announcements/161-store_announcement-texas.md,a7fc5cd0121d095c3ee3762ab5672d37cb1fb01beeb47e8795b4517d77643c11,,internal
NRG-POL-GOLD-0162,Customer Experience Policy — New York #162,policy,Customer Experience,New York,1.0,approved,2026-01-01,,raw/2026/policies/162-policy-new-york.md,99a186ba19e3466f6898388ae6ff0015e3a9967002fb8fa727bbf8742d2297bf,,internal
NRG-SOP-GOLD-0163,Legal Procedure — Florida #163,procedure,Legal,Florida,1.0,approved,2026-02-02,,raw/2026/procedures/163-procedure-florida.md,2807d79259d888788927b4acfa96bb5273273916765d3f3cc2e34a80c3f92a6b,,internal
NRG-RPT-GOLD-0164,Merchandising Report — North Carolina #164,report,Merchandising,North Carolina,1.0,approved,2026-03-03,,raw/2026/reports/164-report-north-carolina.md,65f7f7da13f8fcdaa3a4104d93c0a17807f2ed87d0821845422f27e8a1da926a,,internal
NRG-RBK-GOLD-0165,Marketing Runbook — Illinois #165,runbook,Marketing,Illinois,1.0,approved,2026-04-04,,raw/2026/runbooks/165-runbook-illinois.md,199ea7e04d121e220d1f118f0e82c665b76b00407dc916095dc0e5a0bd4e9549,,internal
NRG-MAN-GOLD-0166,Store Operations Manual — Washington #166,manual,Store Operations,Washington,1.0,approved,2026-05-05,,raw/2026/manuals/166-manual-washington.md,7041ecbf4d81d2b6144261532ac645843bc6403c3fa01acb04defdda124443ba,,internal
NRG-ANN-GOLD-0167,Compliance Store Announcement — Georgia #167,store_announcement,Compliance,Georgia,1.0,approved,2026-06-06,,raw/2026/announcements/167-store_announcement-georgia.md,f4ab9f38f5ce18264f155cf8ae485d1d810556d068ee26d59a0aa3d8e760b462,,internal
NRG-POL-GOLD-0168,Sales Policy — Arizona #168,policy,Sales,Arizona,1.0,approved,2026-01-07,,raw/2026/policies/168-policy-arizona.md,384ee5ad8d0b65c19fd1fb0082da69fd22afdce8d87344ffe44234f6cd610eb8,,internal
NRG-SOP-GOLD-0169,Supply Chain Procedure — Colorado #169,procedure,Supply Chain,Colorado,1.0,approved,2026-02-08,,raw/2026/procedures/169-procedure-colorado.md,d7cfa954d36c62b5da645386dfec6a4a64002081e48e2e24c283972bc803098c,,internal
NRG-RPT-GOLD-0170,Procurement Report — California #170,report,Procurement,California,1.0,approved,2026-03-09,,raw/2026/reports/170-report-california.md,f070d21b8815b128dbaaeb9172218b8e01eafec4458ca19fbb46fb9d28f266b8,,internal
NRG-RBK-GOLD-0171,Finance Runbook — Texas #171,runbook,Finance,Texas,1.0,approved,2026-04-10,,raw/2026/runbooks/171-runbook-texas.md,3382d71e797b3b4714eb08fe8e41ce7520783dac896e3ffc576acc41681f5fb1,,internal
NRG-MAN-GOLD-0172,HR Manual — New York #172,manual,HR,New York,1.0,approved,2026-05-11,,raw/2026/manuals/172-manual-new-york.md,2580c1ef0ea089362d4f063d30e5e5fe231a75a3f5447b6b0a121b76709b0458,,internal
NRG-ANN-GOLD-0173,Information Security Store Announcement — Florida #173,store_announcement,Information Security,Florida,1.0,approved,2026-06-12,,raw/2026/announcements/173-store_announcement-florida.md,662f62beb23519bc965b4dbe669118db0093878bdb924807c19dab512a2177af,,internal
NRG-POL-GOLD-0174,Data Engineering Policy — North Carolina #174,policy,Data Engineering,North Carolina,1.0,approved,2026-01-13,,raw/2026/policies/174-policy-north-carolina.md,713212de6df59ff5b294b72b4bd82dfd62d1d80f94a150ce84f845dfa1567b36,,internal
NRG-SOP-GOLD-0175,Cloud Operations Procedure — Illinois #175,procedure,Cloud Operations,Illinois,1.0,approved,2026-02-14,,raw/2026/procedures/175-procedure-illinois.md,93385f0413f67c7e604b00ea6992aa6bdaafd5ad33699b2a6eceaf9a5198fc07,,internal
NRG-RPT-GOLD-0176,Customer Experience Report — Washington #176,report,Customer Experience,Washington,1.0,approved,2026-03-15,,raw/2026/reports/176-report-washington.md,2c9dfac1d329dcac538bc2a755cff60ca7d3d61144f19c289c92a9374c9eed4d,,internal
NRG-RBK-GOLD-0177,Legal Runbook — Georgia #177,runbook,Legal,Georgia,1.0,approved,2026-04-16,,raw/2026/runbooks/177-runbook-georgia.md,e2a39de395cd5b33f7bce4cc3d6f687d0d34bbec0ec8253f91060d87e2d32814,,internal
NRG-MAN-GOLD-0178,Merchandising Manual — Arizona #178,manual,Merchandising,Arizona,1.0,approved,2026-05-17,,raw/2026/manuals/178-manual-arizona.md,7c6c453345ab204f6410e62276cb08f6df27569d4477706fa25c59f73ca5d76a,,internal
NRG-ANN-GOLD-0179,Marketing Store Announcement — Colorado #179,store_announcement,Marketing,Colorado,1.0,approved,2026-06-18,,raw/2026/announcements/179-store_announcement-colorado.md,e9759be47a427266a9913dcd6d38ad9c55f742a3926a42f66c335c81d8b0d12e,,internal
NRG-POL-GOLD-0180,Store Operations Policy — California #180,policy,Store Operations,California,1.0,approved,2026-01-19,,raw/2026/policies/180-policy-california.md,d78ac2e9584f3089dfb26268f7917244744e2c0a3764a0efcf064be0a2e9e95b,,internal
NRG-SOP-GOLD-0181,Compliance Procedure — Texas #181,procedure,Compliance,Texas,1.0,approved,2026-02-20,,raw/2026/procedures/181-procedure-texas.md,138724d958027f977d08685ef6f77b23545258ae1e088f40a6de975b1fcf09d2,,internal
NRG-RPT-GOLD-0182,Sales Report — New York #182,report,Sales,New York,1.0,approved,2026-03-21,,raw/2026/reports/182-report-new-york.md,5f4705b4bb4d15cded2317320d459b7f78a87ac807b283f997821c15ab3790c3,,internal
NRG-RBK-GOLD-0183,Supply Chain Runbook — Florida #183,runbook,Supply Chain,Florida,1.0,approved,2026-04-22,,raw/2026/runbooks/183-runbook-florida.md,0369258dd430a691364937c01f808bcfb86643ce4a513ed030ad48bd8855cf31,,internal
NRG-MAN-GOLD-0184,Procurement Manual — North Carolina #184,manual,Procurement,North Carolina,1.0,approved,2026-05-23,,raw/2026/manuals/184-manual-north-carolina.md,b06c725348d4dec8ef857a2457c9e3ae4a463908c97f4e5eb3a7bc81bdeacd65,,internal
NRG-ANN-GOLD-0185,Finance Store Announcement — Illinois #185,store_announcement,Finance,Illinois,1.0,approved,2026-06-24,,raw/2026/announcements/185-store_announcement-illinois.md,96ac3ca943835153af0c6944431fac07811fe61203a9576330532f177cd42b6b,,internal
NRG-POL-GOLD-0186,HR Policy — Washington #186,policy,HR,Washington,1.0,approved,2026-01-25,,raw/2026/policies/186-policy-washington.md,2906edba5a4c5d2be302159b5e9beecddcc2199afc9a1d8145a05c2601f8a06e,,internal
NRG-SOP-GOLD-0187,Information Security Procedure — Georgia #187,procedure,Information Security,Georgia,1.0,approved,2026-02-26,,raw/2026/procedures/187-procedure-georgia.md,684fbbf52865e0cb2a1e7577601865935eaa81ae2ae03947c23f3da950d44d5d,,internal
NRG-RPT-GOLD-0188,Data Engineering Report — Arizona #188,report,Data Engineering,Arizona,1.0,approved,2026-03-27,,raw/2026/reports/188-report-arizona.md,5b65ddf9b7cb4cc8eb2c2eaa6d4515775a8025f9ea1dec74e1b3d191828c53f7,,internal
NRG-RBK-GOLD-0189,Cloud Operations Runbook — Colorado #189,runbook,Cloud Operations,Colorado,1.0,approved,2026-04-01,,raw/2026/runbooks/189-runbook-colorado.md,abf8f0c7b1ce1e1e5f1acb5cf9ec4085f58f63224812c7525d481947ad30338f,,internal
NRG-MAN-GOLD-0190,Customer Experience Manual — California #190,manual,Customer Experience,California,1.0,approved,2026-05-02,,raw/2026/manuals/190-manual-california.md,d9df6ceee544b4b2171ee43971f624099e0e6484829748c3e40229bfe3c28f4b,,internal
NRG-ANN-GOLD-0191,Legal Store Announcement — Texas #191,store_announcement,Legal,Texas,1.0,approved,2026-06-03,,raw/2026/announcements/191-store_announcement-texas.md,86d9621d277f92e024304268f126989dcb60f5b18535ca98feb6586113d1ff7a,,internal
NRG-POL-GOLD-0192,Merchandising Policy — New York #192,policy,Merchandising,New York,1.0,approved,2026-01-04,,raw/2026/policies/192-policy-new-york.md,84a3b3e37db31e60d788ee11b98db9be6e7b9c152d21306dd6d5569bebea161f,,internal
NRG-SOP-GOLD-0193,Marketing Procedure — Florida #193,procedure,Marketing,Florida,1.0,approved,2026-02-05,,raw/2026/procedures/193-procedure-florida.md,7d8526e87f68e71cd1f7e551af6e0261b28e22a3e24d50cb2aa50b8b195f19c6,,internal
NRG-RPT-GOLD-0194,Store Operations Report — North Carolina #194,report,Store Operations,North Carolina,1.0,approved,2026-03-06,,raw/2026/reports/194-report-north-carolina.md,52e064115de97a59081bde36dd456cd560be4cb5aaf005dafbbde8c7072922e5,,internal
NRG-RBK-GOLD-0195,Compliance Runbook — Illinois #195,runbook,Compliance,Illinois,1.0,approved,2026-04-07,,raw/2026/runbooks/195-runbook-illinois.md,e308b993fd973ba67429b8c6b574f66b5c5375fae47feecaf70fb90595112bb8,,internal
NRG-MAN-GOLD-0196,Sales Manual — Washington #196,manual,Sales,Washington,1.0,approved,2026-05-08,,raw/2026/manuals/196-manual-washington.md,00be3830aed3232406f77c2cb02783a58d2b7498e2f896479dc34c52319a2d8b,,internal
NRG-ANN-GOLD-0197,Supply Chain Store Announcement — Georgia #197,store_announcement,Supply Chain,Georgia,1.0,approved,2026-06-09,,raw/2026/announcements/197-store_announcement-georgia.md,82c00e13d0b0d0ead9f41cb7f85d599500953ee4cd86fb25282c46965c37d133,,internal
NRG-POL-GOLD-0198,Procurement Policy — Arizona #198,policy,Procurement,Arizona,1.0,approved,2026-01-10,,raw/2026/policies/198-policy-arizona.md,25692746f360b745a9a4c868929cb2ffae9e5206f61a5aed5c13ec198764f59c,,internal
NRG-SOP-GOLD-0199,Finance Procedure — Colorado #199,procedure,Finance,Colorado,1.0,approved,2026-02-11,,raw/2026/procedures/199-procedure-colorado.md,ed496b68bb64c083ce2cb342863f25c7f845961ef1cab4077c2da12a32af0ddb,,internal
NRG-RPT-GOLD-0200,HR Report — California #200,report,HR,California,1.0,approved,2026-03-12,,raw/2026/reports/200-report-california.md,34d63b6f4be25c52afa7959b69bcc6e6dc7de0f590efdf9fc90e6c1ff9a01b0d,,internal
NRG-RBK-GOLD-0201,Information Security Runbook — Texas #201,runbook,Information Security,Texas,1.0,approved,2026-04-13,,raw/2026/runbooks/201-runbook-texas.md,127ffd3124e3bd55d4df0ac57ce4747849852ab5137b4478f2c1200022c12fc8,,internal
NRG-MAN-GOLD-0202,Data Engineering Manual — New York #202,manual,Data Engineering,New York,1.0,approved,2026-05-14,,raw/2026/manuals/202-manual-new-york.md,10012e1aeaebbc09d4885f7e79e9cacf80e2b19f9b000a792b10af0bc0c8517c,,internal
NRG-ANN-GOLD-0203,Cloud Operations Store Announcement — Florida #203,store_announcement,Cloud Operations,Florida,1.0,approved,2026-06-15,,raw/2026/announcements/203-store_announcement-florida.md,4ec559190a7240ad940ea0453fcad7d0cbe8ca9719605432ca35da0f43442ea3,,internal
NRG-POL-GOLD-0204,Customer Experience Policy — North Carolina #204,policy,Customer Experience,North Carolina,1.0,approved,2026-01-16,,raw/2026/policies/204-policy-north-carolina.md,051fe3b5109728643659b4de4c595f97aec8692e3d164e9110ab070bd732e01a,,internal
NRG-SOP-GOLD-0205,Legal Procedure — Illinois #205,procedure,Legal,Illinois,1.0,approved,2026-02-17,,raw/2026/procedures/205-procedure-illinois.md,fd303ab6157b408c907c3d7ea364290e40ee385a10a263fa173710068556671d,,internal
NRG-RPT-GOLD-0206,Merchandising Report — Washington #206,report,Merchandising,Washington,1.0,approved,2026-03-18,,raw/2026/reports/206-report-washington.md,1d1e9223c69150476055f30f319250b2d6f586423bd324cc11b4ea92e14647b5,,internal
NRG-RBK-GOLD-0207,Marketing Runbook — Georgia #207,runbook,Marketing,Georgia,1.0,approved,2026-04-19,,raw/2026/runbooks/207-runbook-georgia.md,0280e948c3ab3761bd2ca5bca5988d77d248c2114430b75e02223bfaea8baf17,,internal
NRG-MAN-GOLD-0208,Store Operations Manual — Arizona #208,manual,Store Operations,Arizona,1.0,approved,2026-05-20,,raw/2026/manuals/208-manual-arizona.md,524009ef5992f6369d8e29a960a5bdefac7aef92472e8dfa9e50c924d7a4c369,,internal
